生徒ID,保護者ID,契約ID,契約ID_存在,請求ID,請求ID_存在,金額,開始日,顧客表記用請求名
207794,8207792,,×,,×,3600,2025/03/01,そろばん春期講習代
202400,8202399,,×,,×,3600,2025/03/01,そろばん春期講習代
221011,8220920,,×,,×,10000,2025/03/01,【星煌学院】アンプログラミングクラブ 入会金
215686,8200986,,×,,×,2000,2025/03/01,まなびワールドのため家族割引調整
215686,8200986,,×,,×,2000,2025/03/01,まなびワールドのため家族割引調整 (税込)
220388,8220387,,×,,×,5000,2025/03/01,アン美文字クラブ 入会金
220388,8220387,,×,,×,1500,2025/03/01,アン美文字クラブ【毛筆】教材代
221077,8221074,,×,,×,10000,2025/03/01,アン進学ジム【中学部】 入会金
220980,8220979,,×,,×,10000,2025/03/01,アンプログラミングクラブ 入会金
220806,8220763,,×,,×,0,2025/03/01,★推奨教材★アンGROUPバッグ（初コース無料・同コースで２個目以降は1000円です）
220806,8220763,,×,,×,10000,2025/03/01,アンイングリッシュクラブ 入会金
220806,8220763,,×,,×,3000,2025/03/01,★推奨教材★Strawberry　教材代　一式
220447,8220446,,×,,×,3000,2025/03/01,★推奨教材★Orange　教材代　一式
220251,8220250,,×,,×,9800,2025/03/01,【必須講習会】中1  春期講習 (税別)
216835,8216833,,×,,×,1000,2025/03/01,まなびワールドのため家族割引調整
216570,8216569,,×,,×,1000,2025/03/01,まなびワールドのため家族割引調整
216532,8216516,,×,,×,1000,2025/03/01,まなびワールドのため家族割引調整
216489,8216488,,×,,×,1000,2025/03/01,まなびワールドのため家族割引調整
16482,8109949,,×,,×,7000,2025/04/01,【講習費】アン進学ジム小学生部　春期講習
16657,8112842,,×,,×,3600,2025/03/01,そろばん春期講習代
203244,8201634,,×,,×,3600,2025/03/01,そろばん春期講習代
215998,8215996,,×,,×,3600,2025/03/01,そろばん春期講習代
219861,8219776,,×,,×,3600,2025/03/01,そろばん春期講習代
218130,8218129,,×,,×,3600,2025/03/01,そろばん春期講習代
214706,8214705,,×,,×,3600,2025/03/01,そろばん春期講習代
205044,8205043,,×,,×,3600,2025/03/01,そろばん春期講習代
14484,8111220,,×,,×,3600,2025/03/01,そろばん春期講習代
207051,8207050,,×,,×,3600,2025/03/01,そろばん春期講習代
201391,8201390,,×,,×,3600,2025/03/01,そろばん春期講習代
209007,8208618,,×,,×,3600,2025/03/01,そろばん春期講習代
15187,8111754,,×,,×,3600,2025/03/01,そろばん春期講習代
214335,8214334,,×,,×,3600,2025/03/01,そろばん春期講習代
207165,8207164,,×,,×,3600,2025/03/01,そろばん春期講習代
217144,8202349,,×,,×,3600,2025/03/01,そろばん春期講習代
218612,8218611,,×,,×,3600,2025/03/01,そろばん春期講習代
204898,8112842,,×,,×,3600,2025/03/01,そろばん春期講習代
210754,8210753,,×,,×,3600,2025/03/01,そろばん春期講習代
216763,8216657,,×,,×,3600,2025/04/01,そろばん春期講習代
16671,8112503,,×,,×,3600,2025/03/01,そろばん春期講習代
215131,8207050,,×,,×,3600,2025/03/01,そろばん春期講習代
208649,8208647,,×,,×,3600,2025/03/01,そろばん春期講習代
211683,8211682,,×,,×,3600,2025/03/01,そろばん春期講習代
219669,8219668,,×,,×,3600,2025/03/01,そろばん春期講習代
214967,8214966,,×,,×,3600,2025/04/01,そろばん春期講習代
203245,8201634,,×,,×,3600,2025/03/01,そろばん春期講習代
13969,8110837,,×,,×,3600,2025/03/01,そろばん春期講習代
200602,8110837,,×,,×,3600,2025/03/01,そろばん春期講習代
214308,8214307,,×,,×,3600,2025/03/01,そろばん春期講習代
219777,8219776,,×,,×,3600,2025/03/01,そろばん春期講習代
201456,8111754,,×,,×,3600,2025/03/01,そろばん春期講習代
219602,8219601,,×,,×,3600,2025/03/01,そろばん春期講習代
211633,8211632,,×,,×,3600,2025/03/01,そろばん春期講習代
203393,8105250,,×,,×,3600,2025/03/01,そろばん春期講習代
215027,8215026,,×,,×,3600,2025/03/01,そろばん春期講習代
201275,8201273,,×,,×,3600,2025/03/01,そろばん春期講習代
13177,8103994,,×,,×,3600,2025/03/01,そろばん春期講習代
217142,8202349,,×,,×,3600,2025/03/01,そろばん春期講習代
215997,8215996,,×,,×,3600,2025/03/01,そろばん春期講習代
218535,8218328,,×,,×,3600,2025/04/01,そろばん春期講習代
14485,8111220,,×,,×,3600,2025/03/01,そろばん春期講習代
217690,8217689,,×,,×,3600,2025/03/01,そろばん春期講習代
211418,8211416,,×,,×,3600,2025/03/01,そろばん春期講習代
12765,8109949,,×,,×,7000,2025/04/01,【講習費】アン進学ジム小学生部　春期講習費
204294,8204292,,×,,×,9800,2025/03/01,アン進学ジム中学部【選択講習会】春期講習 中1 アングループ生 コマ受講
14675,8111356,,×,,×,1000,2025/03/01,家族割_マイル調整 合格サクセス＆アン同時受講割引に伴い￥0のため
220602,8220601,,×,,×,750,2025/03/01,アン算国キッズ教材費３月分
220602,8220601,,×,,×,5000,2025/03/01,アンそろばんクラブ 入会金
220602,8220601,,×,,×,500,2025/03/01,アンそろばんクラブ教材費 半期払い（4月・10月）
220180,8220179,,×,,×,5000,2025/03/01,アンそろばんクラブ 入会金
220180,8220179,,×,,×,10000,2025/03/01,アンイングリッシュクラブ 入会金
220180,8220179,,×,,×,500,2025/03/01,そろばん教材代 半期払い（4月・10月）
220180,8220179,,×,,×,3000,2025/03/01,★推奨教材★Orange　教材代　一式
220933,8220932,,×,,×,5000,2025/03/01,アンそろばんクラブ 入会金
220933,8220932,,×,,×,500,2025/03/01,アンそろばんクラブ教材費 半期払い（4月・10月）
220715,8220714,,×,,×,10000,2025/03/01,アンイングリッシュクラブ 入会金
220715,8220714,,×,,×,4000,2025/03/01,★推奨教材★Strawberry　教材代　一式　※2月入会の為
220715,8220714,,×,,×,0,2025/03/01,★推奨教材★アンGROUPバッグ（初コース無料・同コースで２個目以降は1000円です）
220715,8220714,,×,,×,1000,2025/03/01,【2月分】アンイングリッシュクラブ【授業料】White リレー　40分×週1回　Whiteぽっきり価格
220927,8220341,,×,,×,0,2025/03/01,★推奨教材★アンGROUPバッグ（初コース無料・同コースで２個目以降は1000円です）
220927,8220341,,×,,×,1000,2025/03/01,アンプログラミングクラブ教材代
220927,8220341,,×,,×,1200,2025/03/01,アンさんこくキッズ教材代【2教科】4か月一括
220927,8220341,,×,,×,10000,2025/03/01,アンプログラミングクラブ 入会金
220927,8220341,,×,,×,5000,2025/03/01,アンさんこくキッズ 入会金
217481,8216520,,×,,×,3000,2025/03/01,英検準二級テキスト
209111,8208813,,×,,×,600,2025/03/01,【教材代_差額_2月分】アンさんこくキッズ教材代【2教科】→【3教科】
220962,8220847,,×,,×,7000,2025/03/01,アンインターナショナル【チケット_追加】30分×10枚
220962,8220847,,×,,×,72000,2025/03/01,アンインターナショナル【回数券】10回 年少 ゼブラ ロング (非課税)
220962,8220847,,×,,×,43000,2025/03/01,アンインターナショナル【回数券】5回 2歳～3歳 バンビ ロング (非課税)
220962,8220847,,×,,×,20000,2025/03/01,アンインターナショナル　入会金
214006,8208111,,×,,×,7000,2025/03/01,【チケット_追加】アンインターナショナル　30分×10枚
213496,8110688,,×,,×,500,2025/03/01,ロング+レギュラー月会費差額
203742,8203741,,×,,×,700,2025/03/01,アン美文字クラブ 月会費(月額)
203742,8203741,,×,,×,1000,2025/03/01,アン美文字クラブ 月会費(月額)
203742,8203741,,×,,×,2000,2025/03/01,【月謝_3月分】アン美文字クラブ 241MBMC_【毛筆】クラス月中入会による「月曜日 2コマ」
206823,8204916,,×,,×,572,2025/03/01,【月謝_差額_3月分】White応援価格→さんこく＆アン同時受講割へ変更のため
213190,8213189,,×,,×,4500,2025/03/01,【月会費】アンインターナショナル 週4回
213496,8110688,,×,,×,10000,2025/03/01,【月謝_追加】アンインターナショナル レギュラー_バンビ 週1コマ 月謝
215777,8205942,,×,,×,7000,2025/03/01,【3月分 差額】アンまなびワールド 241MMWD_送迎付き学童 千種本部校 週2回 月謝 (税別)
215777,8205942,,×,,×,7000,2025/03/01,【3月分 差額】アンまなびワールド 241MMWD_送迎付き学童 千種本部校 週2回 月謝 (税別)
13084,8110195,,×,,×,26000,2025/03/01,直前講習費
220746,8207790,,×,,×,10000,2025/03/01,アン合格サクセス 241_1：2【個別】Aコース ※一般講師・学生講師 　有料体験90分×４コマ＋見守り
204788,8204787,,×,,×,2000,2025/03/01,【新年度料金差額分】アンまなびワールド【授業料】送迎なし学童カルチャーパック（四軒家） (税別)
208932,8104238,,×,,×,30000,2025/03/01,直前講習費
14613,8111307,,×,,×,30000,2025/03/01,直前講習費
12694,8109892,,×,,×,52500,2025/03/01,【追加】アン合格サクセス【授業料】合格サクセス【 一般学年 】Gコース(上級講師） 1：2【個別】_週7コマ (税別)
207643,8207642,,×,,×,500,2025/03/01,【2月分】アンさんこくキッズ 設備費(月額）
207643,8207642,,×,,×,700,2025/03/01,【2月分】アンさんこくキッズ 月会費(月額)
207643,8207642,,×,,×,3980,2025/03/01,【2月分】アンさんこくキッズ 241MANS_レギュラークラス 週1コマ 月謝
11733,8105155,,×,,×,2800,2025/03/01,【月謝_塾＆アン同時受講割引】アン進学ジム【小学部】_中学準備講座 フリー 月謝 （5800円→3000円）
217644,8217643,,×,,×,3980,2025/03/01,24KID_1000002
208612,8208611,,×,,×,18000,2025/03/01,【2月分】アン進学ジム【中学部】中1　テスト対策費　1Dayフリーコース
211060,8211059,,×,,×,3000,2025/03/01,佐々木蒼羽：文理スクールFTT総合学指導コース3月分家族割
16212,8112504,,×,,×,12000,2025/03/01,アン進学ジム中学部【教材費】 中2 教材（3月・9月） (税別)
220708,8220707,,×,,×,0,2025/03/01,★推奨教材★アンGROUPバッグ（初コース無料・同コースで２個目以降は1000円です）
220708,8220707,,×,,×,1000,2025/03/01,"【2月分】【月謝_White応援価格】アンイングリッシュクラブ 241_White_リレー 1,000円ぽっきり 週1コマ"
220708,8220707,,×,,×,4000,2025/03/01,★推奨教材★Strawberry　教材代　一式
211037,8100106,,×,,×,1000,2025/03/01,【追加_お弁当代】
203896,8203895,24SOR_1000005,○,,×,750,2025/03/01,アンそろばんクラブ【教材費】 月払い (税別)
15029,8111632,24SOR_1000005,○,,×,750,2025/03/01,アンそろばんクラブ【教材費】 月払い (税別)
203164,8203163,24SOR_1000005,○,,×,750,2025/03/01,アンそろばんクラブ【教材費】 月払い (税別)
204260,8203026,24SOR_1000005,○,,×,750,2025/03/01,アンそろばんクラブ【教材費】 月払い (税別)
202304,8202270,,×,,×,750,2025/03/01,アンそろばんクラブ【教材費】 月払い (税別)
16212,8112504,24GYJ_1000073,○,,×,1000,2025/03/01,tesuto 
208932,8104238,,×,,×,30000,2025/02/01,直前講習費
16395,811307,,×,,×,30000,2025/02/01,直前講習費
220530,8220528,,×,,×,1500,2025/03/01,アンさんこくキッズ教材代【1教科】4か月一括
204784,8204783,,×,,×,480,2025/03/01,【追加_冬期月分_まなびワールド】《前延長/（1H 480円×1日分》※詳細2は備考へ
207871,8207870,,×,,×,480,2025/03/01,アンまなびワールド 延長・前延長（15分につき）(1月分ビフォー)
216489,8216488,,×,,×,400,2025/03/01,【追加_まなびワールド】《【1月分】お茶代100円×1個/税込》 ※詳細1は備考へ
207871,8207870,,×,,×,400,2025/03/01,アンまなびワールド(1月分昼食代)
214797,8214796,,×,,×,500,2025/03/01,【2月分】アンプログラミングクラブ 設備費(月額）
211221,8211220,,×,,×,100,2025/03/01,アンまなびワールド 延長・前延長（15分につき）(1月分お茶代)
211223,8211077,,×,,×,5000,2025/03/01,アンさんこくキッズ 入会金
208821,8208756,,×,,×,1000,2025/03/01,【相殺】【月会費_さんこく＆アン同時受講割引】アンイングリッシュクラブ 月会費(月額)
214797,8214796,,×,,×,10000,2025/03/01,アンプログラミングクラブ 入会金
220530,8220528,,×,,×,500,2025/03/01,【2月分】アンさんこくキッズ 設備費(月額）
215684,8200755,,×,,×,400,2025/03/01,アンまなびワールド(1月分昼食代)
201581,8201580,,×,,×,2800,2025/03/01,アンまなびワールド (1月追加2日分)
16297,8112566,,×,,×,4800,2025/03/01,【2月分】アンプログラミングクラブ 241MPRO_マイクラコース 週1コマ 月謝
220554,8220553,,×,,×,1000,2025/03/01,【月会費_2月分】アンまなびワールド 月会費(月額)
220492,8219581,,×,,×,2400,2025/03/01,アンさんこくキッズ教材代【2教科】4か月一括※2月入会の為
210803,8210801,,×,,×,6000,2025/03/01,アン算国クラブ 春期講習費（４コマ）
207643,8207642,,×,,×,2400,2025/03/01,アンさんこくキッズ教材代【2教科】2月途中入会
205132,8205130,,×,,×,10000,2025/03/01,アンプログラミングクラブ 入会金
8395,8100151,,×,,×,30000,2025/03/01,アン進学ジム公立入試直前講習費
15322,8111859,,×,,×,6000,2025/03/01,アン算国クラブ 春期講習費（４コマ）
217074,8217060,,×,,×,2380,2025/03/01,須田塾 中学生選抜コース バス協力金(月額)
206642,8206640,,×,,×,5800,2025/03/01,【月謝_１月分】アン進学ジム【中学部】中学準備講座（１月分）
220573,8214949,,×,,×,500,2025/03/01,【2月分】アンさんこくキッズ 設備費(月額）
16297,8112566,,×,,×,1000,2025/03/01,【2月分】アンプログラミングクラブ 月会費(月額)
207169,8200397,,×,,×,1000,2025/03/01,【1月分】アンプログラミングクラブ 月会費(月額)
15269,8111816,,×,,×,2980,2025/03/01,【相殺】【月謝_塾＆アン同時受講割引】アンイングリッシュクラブ Purple_リレー 週1コマ 月謝（アン進学ジム1Day&2Days生 5980円→3000円）
208246,8208245,,×,,×,960,2025/03/01,アンまなびワールド 延長・前延長（15分につき）(1月分ビフォー)
207169,8200397,,×,,×,4800,2025/03/01,【2月分】アンプログラミングクラブ 241MPRO_マイクラコース 週1コマ 月謝
220531,8220528,,×,,×,1500,2025/03/01,アンさんこくキッズ教材代【1教科】4か月一括
211663,8211574,,×,,×,2666,2025/03/01,【追加_まなぶびワールド_冬期講習】《冬期お預かり分_週2回》
211036,8210700,,×,,×,5800,2025/03/01,"アン進学ジム【小学部】 アン進学ジム【小学部】_小６_中学準備講座 フリー 月謝(2月分 5,800)"
207938,8207937,,×,,×,2980,2025/03/01,【相殺_2月分】【月謝_塾＆アン同時受講割引】アンイングリッシュクラブ Purple_リレー 週1コマ 月謝（アン進学ジム1Day&2Days生 5980円→3000円）
220530,8220528,,×,,×,3980,2025/03/01,【2月分】アンさんこくキッズ 241MANS_レギュラークラス 週1コマ 月謝
217174,8215459,,×,,×,5000,2025/03/01,【追加_まなぶびワールド_冬期講習】《冬期お預かり分_週5回》
214131,8214130,,×,,×,2380,2025/03/01,須田塾 中学生選抜コース バス協力金(月額)
200815,8200755,,×,,×,5000,2025/03/01,【2月分 差額】アンまなびワールド 241MMWD_送迎付き学童 千種本部校 週4回 月謝
205132,8205130,,×,,×,1000,2025/03/01,【2月分】アンプログラミングクラブ 月会費(月額)
213201,8111813,,×,,×,4800,2025/03/01,【2月分】アンプログラミングクラブ 241MPRO_マイクラコース 週1コマ 月謝
205654,8205641,,×,,×,10000,2025/03/01,アン進学ジム【中学部】 入会金
15785,8112215,,×,,×,9800,2025/03/01,アン進学ジム【中学部】 春期講習費
215686,8200986,,×,,×,3400,2025/03/01,アンまなびワールド(1月追加2日分)
205132,8205130,,×,,×,4800,2025/03/01,【2月分】アンプログラミングクラブ 241MPRO_マイクラコース 週1コマ 月謝
220440,8220436,,×,,×,10000,2025/03/01,【星煌学院】アンプログラミングクラブ 入会金
13867,8110757,,×,,×,1000,2025/03/01,【2月分】アンまなびワールド 設備費(月額）
220554,8220553,,×,,×,4800,2025/03/01,【月謝_2月分】アンプログラミングクラブ 241MPRO_マイクラコース 週1コマ 月謝
220651,8220650,,×,,×,10000,2025/03/01,【入会金】アンプログラミングクラブ 入会金
220529,8220528,,×,,×,4800,2025/03/01,【2月分】アンプログラミングクラブ 241MPRO_マイクラコース 週1コマ 月謝
220492,8219581,,×,,×,500,2025/03/01,【2月分】アンさんこくキッズ 設備費(月額）
220492,8219581,,×,,×,3980,2025/03/01,【月謝_2月分】アンさんこくキッズ 241MANS_レギュラークラス 週1コマ 月謝
205446,8205445,,×,,×,12800,2025/03/01,アン進学ジム 春期講習費
220332,8220331,,×,,×,3980,2025/03/01,【2月分】【星煌学院】アンさんこくキッズ 241MANS_【星煌学院】アンさんこくキッズ レギュラー 週1コマ 月謝
212448,8102522,,×,,×,120,2025/03/01,アンまなびワールド 延長・前延長（15分につき）(1月分ビフォー)
220529,8220528,,×,,×,1000,2025/03/01,【2月分】アンプログラミングクラブ 月会費(月額)
217099,8217079,,×,,×,2380,2025/03/01,須田塾 中学生選抜コース バス協力金(月額)
16394,8111307,,×,,×,4000,2025/03/01,【相殺】【月謝_割引】アン進学ジム【高校部】 ALLフリー 月謝_中学部継続割引
12542,8104863,,×,,×,26000,2025/03/01,直前講習費
214074,8214073,,×,,×,7000,2025/03/01,アン進学ジム【小学部】春期講習
220529,8220528,,×,,×,500,2025/03/01,【2月分】アンプログラミングクラブ 設備費(月額）
207938,8207937,,×,,×,1000,2025/03/01,【相殺_2月分】【月会費_塾＆アン同時受講割引】アンイングリッシュクラブ 月会費(月額)
201584,8111401,,×,,×,4500,2025/03/01,【追加_まなぶびワールド_冬期講習】《冬期お預かり分_週4回》
220492,8219581,,×,,×,700,2025/03/01,【2月分】アンさんこくキッズ 月会費(月額)
208821,8208756,,×,,×,1980,2025/03/01,【相殺】【月謝_さんこく＆アン同時受講割引】アンさんこくキッズ レギュラー 週1コマ 月謝（3980円→2000円）
220531,8220528,,×,,×,5000,2025/03/01,アンさんこくキッズ 入会金
213506,8213505,,×,,×,7000,2025/03/01,アン進学ジム【小学部】春期講習
213597,8212689,,×,,×,120,2025/03/01,アンまなびワールド 延長・前延長（15分につき）（1月分ビフォー)
214008,8214003,,×,,×,26000,2025/03/01,直前講習費
215114,8214094,,×,,×,960,2025/03/01,アンまなびワールド 延長・前延長（15分につき）(1月分ビフォー)
215698,8207870,,×,,×,400,2025/03/01,アンまなびワールド(1月分昼食代)
214645,8214644,,×,,×,500,2025/03/01,アン小学生テスト返却手数料
207643,8207642,,×,,×,5000,2025/03/01,アンさんこくキッズ 入会金
220573,8214949,,×,,×,2400,2025/03/01,アンさんこくキッズ教材代【2教科】4か月一括
220494,8220493,,×,,×,1200,2025/03/01,【月会費_2月分】アン進学ジム中学準備講座 月会費2月分
203479,8203075,,×,,×,4500,2025/03/01,【追加_まなぶびワールド_冬期講習】《冬期お預かり分_週4回》
214797,8214796,,×,,×,1000,2025/03/01,【2月分】アンプログラミングクラブ 月会費(月額)
220756,8220755,,×,,×,5000,2025/03/01,アンさんこくキッズ 入会金
218465,8218464,,×,,×,4500,2025/03/01,【追加_まなぶびワールド_冬期講習】《冬期お預かり分_週4回》
211060,8211059,,×,,×,30000,2025/03/01,アン進学ジム公立入試直前講習費
207077,8207076,,×,,×,12800,2025/03/01,アン進学ジム 春期講習費
208820,8208756,,×,,×,1980,2025/03/01,【相殺】【月謝_さんこく＆アン同時受講割引】アンさんこくキッズ レギュラー 週1コマ 月謝（3980円→2000円）
207544,8101378,,×,,×,16000,2025/03/01,アン進学ジム 春期講習費
220651,8220650,,×,,×,10000,2025/03/01,【入会金】アンまなびワールド 入会金
11815,8102941,,×,,×,26000,2025/03/01,直前講習費
220554,8220553,,×,,×,16000,2025/03/01,【月謝_2月分】アンまなびワールド 241MMWD_送迎付き学童 白鳳校 週2回 月謝
220554,8220553,,×,,×,1000,2025/03/01,【月会費_2月分】アンプログラミングクラブ 月会費(月額)
220677,8220676,,×,,×,2500,2025/03/01,須田塾 小学生学力向上コース 入会金(友人紹介)
204290,8204253,,×,,×,6000,2025/03/01,アン算国クラブ 春期講習費（４コマ）
207994,8207993,,×,,×,400,2025/03/01,アンまなびワールド(1月分昼食代)
201581,8201580,,×,,×,840,2025/03/01,アンまなびワールド 延長・前延長（15分につき）(1月分ビフォー)
208372,8208371,,×,,×,500,2025/03/01,【2月分】アン進学ジム【小学部】 設備費(月額）
215063,8215062,,×,,×,6000,2025/03/01,アン算国クラブ 春期講習費（４コマ）
204079,8204078,,×,,×,800,2025/03/01,アンまなびワールド (1月分昼食代)
207891,8207890,,×,,×,480,2025/03/01,アンまなびワールド 延長・前延長（15分につき）(1月分ビフォー)
220756,8220755,,×,,×,2400,2025/03/01,アンさんこくキッズ教材代【2教科】4か月一括
208246,8208245,,×,,×,10000,2025/03/01,アンプログラミングクラブ 入会金
15230,8111785,,×,,×,12800,2025/03/01,アン進学ジム 春期講習費
204114,8204113,,×,,×,1000,2025/03/01,【2月分】アン合格サクセス 設備費(月額）
214777,8214769,,×,,×,26000,2025/03/01,直前講習費
220416,8214796,,×,,×,4800,2025/03/01,【2月分】アンプログラミングクラブ 241MPRO_マイクラコース 週1コマ 月謝
217173,8217172,,×,,×,1000,2025/03/01,【1月分】アンプログラミングクラブ 月会費(月額)
220310,8220309,,×,,×,5000,2025/03/01,アン進学ジム【小学部】 入会金
220531,8220528,,×,,×,500,2025/03/01,【2月分】アンさんこくキッズ 設備費(月額）
220530,8220528,,×,,×,5000,2025/03/01,アンさんこくキッズ 入会金
200815,8200755,,×,,×,400,2025/03/01,アンまなびワールド(1月分昼食代)
220310,8220309,,×,,×,500,2025/03/01,【2月分】アン進学ジム【小学部】 設備費(月額）
220529,8220528,,×,,×,10000,2025/03/01,アンプログラミングクラブ 入会金
220494,8220493,,×,,×,500,2025/03/01,【設備費_2月分】アン進学ジム中学準備講座 設備費1月分
13085,8103902,,×,,×,26000,2025/03/01,直前講習費
220573,8214949,,×,,×,3980,2025/03/01,【2月分】アンさんこくキッズ 241MANS_レギュラークラス 週1コマ 月謝
14791,8103535,,×,,×,5600,2025/03/01,"【相殺】【月謝_塾＆アン同時受講割引】アン進学ジム【小学部】_小6 週1コマ 月謝(1,2月 -2800円×2月)"
217640,8212584,,×,,×,7000,2025/03/01,アン進学ジム【小学部】春期講習
13867,8110757,,×,,×,5000,2025/03/01,アン将棋クラブ 入会金
220554,8220553,,×,,×,10000,2025/03/01,【入会金】アンまなびワールド 入会金
208820,8208756,,×,,×,1000,2025/03/01,【相殺】【月会費_さんこく＆アン同時受講割引】アンイングリッシュクラブ 月会費(月額)
206642,8206640,,×,,×,9800,2025/03/01,アン進学ジム【中学部】 春期講習費
213201,8111813,,×,,×,1000,2025/03/01,【2月分】アンプログラミングクラブ 月会費(月額)
203076,8203075,,×,,×,4500,2025/03/01,【追加_冬期講習_まなぶびワールド】《冬期お預かり分_週4回》
13867,8110757,,×,,×,3500,2025/03/01,【2月分】アン将棋クラブ 241MSHO_レギュラークラス 週1コマ 月謝
212648,8212647,,×,,×,3666,2025/03/01,【追加_まなぶびワールド_冬期講習】《冬期お預かり分_週3回》
213624,8213618,,×,,×,26000,2025/03/01,直前講習費
217173,8217172,,×,,×,1000,2025/03/01,【2月分】アンプログラミングクラブ 月会費(月額)
218465,8218464,,×,,×,1440,2025/03/01,【追加_冬期月分_まなびワールド】《前延長/（1H 480円×1日分》※詳細1は備考へ
220492,8219581,,×,,×,5000,2025/03/01,アンさんこくキッズ 入会金
16613,8112810,,×,,×,111650,2025/03/01,メプレス202503月分授業料
13410,8110424,,×,,×,5000,2025/03/01,アン進学ジム【小学部】 入会金
201384,8201383,,×,,×,3000,2025/03/01,【相殺】【月謝_塾＆アン同時受講割引】アン進学ジム【小学部】_小6 月謝(13000円→10000円)(2月分)
213981,8212866,,×,,×,2380,2025/03/01,須田塾 中学生選抜コース バス協力金(月額)
219630,8215284,,×,,×,9800,2025/03/01,アン進学ジム【中学部】 春期講習費
210782,8210694,,×,,×,2380,2025/03/01,須田塾 中学生選抜コース バス協力金(月額)
215924,8215923,,×,,×,4000,2025/03/01,【2月分 差額】アンまなびワールド 241MMWD_学童カルチャー 四軒家 週3回 月謝
200278,8200275,,×,,×,10000,2025/03/01,アンプログラミングクラブ 入会金
207643,8207642,,×,,×,3980,2025/03/01,【2月分】アンさんこくキッズ 241MANS_レギュラークラス 週1コマ 月謝
13867,8110757,,×,,×,15800,2025/03/01,【2月分】アンまなびワールド 241MMWD_学童カルチャー 丸一 週2回 月謝
215685,8200979,,×,,×,480,2025/03/01,アンまなびワールド 延長・前延長（15分につき）(1月分ビフォー)
211663,8211574,,×,,×,480,2025/03/01,【追加_冬期月分_まなびワールド】《前延長/（1H 480円×1日分》※詳細1は備考へ
215785,8215784,,×,,×,1200,2025/03/01,アンまなびワールド(1月分昼食代)
214221,8214220,,×,,×,11600,2025/03/01,"アン進学ジム【小学部】 アン進学ジム【小学部】_小６_中学準備講座 フリー 月謝(1,2月 5,800×2月)"
220554,8220553,,×,,×,1000,2025/03/01,【設備費_2月分】アンまなびワールド 設備費(月額）
220439,8220437,,×,,×,1000,2025/03/01,【2月分】【星煌学院】アンプログラミングクラブ 月会費(月額)
220597,8220596,,×,,×,10000,2025/03/01,アンプログラミングクラブ 入会金
14741,8111401,,×,,×,4500,2025/03/01,【追加_まなぶびワールド_冬期講習】《冬期お預かり分_週4回》
216250,8216205,,×,,×,100,2025/03/01,【追加_まなびワールド】《【1月分】お茶代100円×1個/税込》 ※詳細1は備考へ
206719,8206718,,×,,×,6000,2025/03/01,アン算国クラブ 春期講習費（４コマ）
14741,8111401,,×,,×,960,2025/03/01,【追加_冬期月分_まなびワールド】《前延長/（1H 480円×2日分》※詳細1は備考へ
204114,8204113,,×,,×,4900,2025/03/01,【相殺】【月謝_特待生割引】まなびワールド_ 週1コマ 月謝（特待生割引適用）
220756,8220755,,×,,×,3980,2025/03/01,【2月分】アンさんこくキッズ 241MANS_レギュラークラス 週1コマ 月謝
205654,8205641,,×,,×,16000,2025/03/01,【2月分】アン進学ジム【中学部】 241アン進学ジム【中学部】フリー_中2 2Days 月謝
15266,8111813,,×,,×,4800,2025/03/01,【2月分】アンプログラミングクラブ 241MPRO_マイクラコース 週1コマ 月謝
208246,8208245,,×,,×,800,2025/03/01,アンまなびワールド(1月分昼食代)
220310,8220309,,×,,×,5000,2025/03/01,【2＆3月分】アン進学ジム【小学部】小5・小6教材代
201384,8201383,,×,,×,5800,2025/03/01,"アン進学ジム【小学部】 アン進学ジム【小学部】_小６_中学準備講座 フリー 月謝(2月分 5,800)"
215688,8215638,,×,,×,1500,2025/03/01,【追加_まなぶびワールド_冬期講習】《冬期お預かり分_週1回》
206642,8206640,,×,,×,500,2025/03/01,【設備費_１月分】アン進学ジム【中学部】中学準備講座 設備費（１月分）
205447,8205445,,×,,×,6000,2025/03/01,アン算国クラブ 春期講習費（４コマ）
204245,8204241,,×,,×,360,2025/03/01,アンまなびワールド 延長・前延長（15分につき）(1月分ビフォー)
220494,8220493,,×,,×,5800,2025/03/01,【授業料_1月分】アン進学ジム【小学部】 アン進学ジム【小学部】_小６_中学準備講座 フリー 月謝
13410,8110424,,×,,×,5800,2025/03/01,【2月分】アン進学ジム【小学部】 アン進学ジム【小学部】_小６_中学準備講座 フリー 月謝
206642,8206640,,×,,×,5800,2025/03/01,【月謝_２月分】アン進学ジム【中学部】中学準備講座（２月分）
217173,8217172,,×,,×,9000,2025/03/01,【2月分】アンまなびワールド カルチャーパック
220494,8220493,,×,,×,500,2025/03/01,【設備費_1月分】アン進学ジム中学準備講座 設備費1月分
14791,8103535,,×,,×,11600,2025/03/01,"アン進学ジム【小学部】 アン進学ジム【小学部】_小６_中学準備講座 フリー 月謝(1,2月 5,800×2月)"
211223,8211077,,×,,×,2400,2025/03/01,アンさんこくキッズ教材代【2教科】4か月一括
206642,8206640,,×,,×,1200,2025/03/01,【月会費_２月分】アン進学ジム【中学部】中学準備講座 月会費（２月分）
13867,8110757,,×,,×,3000,2025/03/01,【月会費_2月分】アンまなびワールド 月会費(月額)
211223,8211077,,×,,×,700,2025/03/01,【2月分】アンさんこくキッズ 月会費(月額)
