請求ID,有無,作業内容,リスト化,対象,保護者ID,生徒ID,対象　契約ID,対象　請求ID,対象　同ブランド,対象　チケットID,対象カテゴリー,請求カテゴリー区分,金額,請求単位,税区分,複数個,繰り返し,自動請求,開始日,終了日,顧客表記用請求名（契約、請求IDの請求は、そのすぐ下に表記）,終了条件,社長のIF文用備考,請求申請者申請許可,返金時の注意,元請求月謝,登録日時,登録ユーザー,最終更新日時,最終更新ユーザー
TB9976504,1,1,1,2,8204988,204990,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-21】　珠算【単級受検】4級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976496,1,1,1,2,8100380,204713,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-07】　暗算 【4】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976690,1,1,1,2,8214765,214766,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-15】　珠算【単級受検】７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976377,1,1,1,2,8109448,12241,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-03】　暗算 【8】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976730,1,1,1,2,8216198,216206,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-13】　珠算【単級受検】8級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976656,1,1,1,2,8204480,213528,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-05】　暗算 【6】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976591,1,1,1,2,8204463,208718,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-17】　珠算【単級受検】6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976572,1,1,1,2,8207991,207992,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-02】　暗算 【9】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976547,1,1,1,2,8203131,206746,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-13】　珠算【単級受検】8級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976410,1,1,1,2,8111976,15477,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-18】　珠算【単級受検】準5級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976675,1,1,1,2,8208868,214276,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-04】　暗算 【7】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976452,1,1,1,2,8201247,201257,,,そろばん検定【クラス検定】,,,0,2500,円,1,1,1,0,2025/05/01,2025/05/31,【D-27】　珠算【単級受検】1級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976420,1,1,1,2,8112242,15820,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【F-09】　暗算 【2】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976539,1,1,1,2,8205754,206333,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-07】　暗算 【4】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976710,1,1,1,2,8211416,215430,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-07】　珠算【単級受検】14級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976606,1,1,1,2,8210981,210982,,,そろばん検定【クラス検定】,,,0,1250,円,1,1,1,0,2025/05/01,2025/05/31,【E-01】　珠算【8】級+暗【10】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976567,1,1,1,2,8207858,207859,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-15】　珠算【単級受検】７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976754,1,1,1,2,8217133,217135,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976455,1,1,1,2,8201471,201484,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-08】　珠算【単級受検】13級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976751,1,1,1,2,8216987,216998,,,そろばん検定【クラス検定】,,,0,1750,円,1,1,1,0,2025/05/01,2025/05/31,【B-08】　珠算トリプル【13】【12】【11】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976434,1,1,1,2,8112566,16297,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-14】　珠算【単級受検】準７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976427,1,1,1,2,8110737,16096,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-16】　珠算【単級受検】準6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976577,1,1,1,2,8109488,208194,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-26】　珠算【単級受検】2級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976579,1,1,1,2,8104312,208268,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-03】　暗算 【8】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976703,1,1,1,2,8215120,215121,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976523,1,1,1,2,8205476,205478,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976735,1,1,1,2,8216361,216362,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-07】　珠算【単級受検】14級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976394,1,1,1,2,8101514,14426,,,そろばん検定【クラス検定】,,,0,1550,円,1,1,1,0,2025/05/01,2025/05/31,【E-39】　珠算【4】級+暗【6】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976638,1,1,1,2,8203681,212380,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-13】　珠算【単級受検】8級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976629,1,1,1,2,8211951,211953,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-15】　珠算【単級受検】７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976439,1,1,1,2,8112616,16366,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-07】　暗算 【4】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976544,1,1,1,2,8206589,206590,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-21】　珠算【単級受検】4級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976501,1,1,1,2,8204787,204788,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-17】　珠算【単級受検】6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976694,1,1,1,2,8214782,214787,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-16】　珠算【単級受検】準6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976458,1,1,1,2,8110101,201700,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-23】　珠算【単級受検】3級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976746,1,1,1,2,8216657,216763,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976778,1,1,1,2,8214675,218172,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-05】　珠算【単級受検】16級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976414,1,1,1,2,8112100,15647,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-23】　珠算【単級受検】3級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976819,1,1,1,2,8111538,220218,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【B-01】　珠算トリプル【20】【19】【18】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976557,1,1,1,2,8200397,207169,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-15】　珠算【単級受検】７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976640,1,1,1,2,8211789,212436,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-06】　暗算 【5】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976536,1,1,1,2,8103490,206192,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-23】　珠算【単級受検】3級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976816,1,1,1,2,8220050,220073,,,そろばん検定【個別検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,個別検定【D-01】　珠算【単級受検】20級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976752,1,1,1,2,8217021,217022,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976489,1,1,1,2,8203026,204260,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-17】　珠算【単級受検】6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976521,1,1,1,2,8205441,205442,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-06】　暗算 【5】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976535,1,1,1,2,8206189,206190,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-19】　珠算【単級受検】5級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976517,1,1,1,2,8109684,205293,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-16】　珠算【単級受検】準6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976431,1,1,1,2,8112495,16201,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-07】　暗算 【4】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976548,1,1,1,2,8206751,206752,,,そろばん検定【クラス検定】,,,0,1250,円,1,1,1,0,2025/05/01,2025/05/31,【E-11】　珠算【7】級+暗【8】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976753,1,1,1,2,8217027,217029,,,そろばん検定【個別検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,個別検定【D-02】　珠算【単級受検】19級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976602,1,1,1,2,8202489,210733,,,そろばん検定【個別検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,個別検定【C-07】　珠算ダブル【14】【13】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976625,1,1,1,2,8211824,211826,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976620,1,1,1,2,8211052,211730,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-18】　珠算【単級受検】準5級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976669,1,1,1,2,8213930,213931,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-13】　珠算【単級受検】8級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976650,1,1,1,2,8213059,213068,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-04】　珠算【単級受検】17級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976479,1,1,1,2,8203610,203611,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-03】　暗算 【8】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976787,1,1,1,2,8218479,218516,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【A-02】　珠算チェック【19】【18】【17】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976797,1,1,1,2,8219447,219448,,,そろばん検定【個別検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,個別検定【D-02】　珠算【単級受検】19級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976574,1,1,1,2,8111400,208109,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976773,1,1,1,2,8218109,218111,,,そろばん検定【クラス検定】,,,0,1750,円,1,1,1,0,2025/05/01,2025/05/31,【B-08】　珠算トリプル【13】【12】【11】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976376,1,1,1,2,8101514,12239,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-07】　暗算 【4】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976622,1,1,1,2,8211770,211771,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-16】　珠算【単級受検】準6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976580,1,1,1,2,8208272,208273,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-23】　珠算【単級受検】3級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976632,1,1,1,2,8210943,212102,,,そろばん検定【クラス検定】,,,0,1550,円,1,1,1,0,2025/05/01,2025/05/31,【E-36】　珠算【準4】級+暗【6】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976693,1,1,1,2,8214782,214783,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-21】　珠算【単級受検】4級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976428,1,1,1,2,8112476,16178,,,そろばん検定【クラス検定】,,,0,2000,円,1,1,1,0,2025/05/01,2025/05/31,【D-26】　珠算【単級受検】2級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976555,1,1,1,2,8207103,207104,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-16】　珠算【単級受検】準6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976680,1,1,1,2,8214175,214341,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【C-08】　珠算ダブル【13】【12】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976405,1,1,1,2,8111813,15266,,,そろばん検定【クラス検定】,,,0,1500,円,1,1,1,0,2025/05/01,2025/05/31,【D-23】　珠算【単級受検】3級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976407,1,1,1,2,8111828,15284,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-26】　珠算【単級受検】2級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976421,1,1,1,2,8112288,15883,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-24】　珠算【単級受検】準2級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976397,1,1,1,2,8111276,14579,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【F-09】　暗算 【2】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976775,1,1,1,2,8211457,218166,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【C-05】　珠算ダブル【16】【15】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976538,1,1,1,2,8206256,206257,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-07】　暗算 【4】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976589,1,1,1,2,8207259,208696,,,そろばん検定【個別検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,個別検定【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976416,1,1,1,2,8112147,15705,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-06】　暗算 【5】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976570,1,1,1,2,8207890,207891,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-05】　暗算 【6】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976759,1,1,1,2,8217397,217398,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-03】　珠算【単級受検】18級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976726,1,1,1,2,8216107,216122,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-08】　珠算【単級受検】13級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976809,1,1,1,2,8219709,219711,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-04】　珠算【単級受検】17級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976755,1,1,1,2,8202349,217142,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-14】　珠算【単級受検】準７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976826,1,1,1,2,8220629,220630,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【A-01】　珠算チェック【20】【19】【18】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976451,1,1,1,2,8201176,201177,,,そろばん検定【クラス検定】,,,0,1200,円,1,1,1,0,2025/05/01,2025/05/31,【D-22】　珠算【単級受検】準3級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976687,1,1,1,2,8214704,214707,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976587,1,1,1,2,8208647,208649,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-16】　珠算【単級受検】準6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976743,1,1,1,2,8216708,216709,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【C-07】　珠算ダブル【14】【13】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976815,1,1,1,2,8220052,220054,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【A-01】　珠算チェック【20】【19】【18】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976786,1,1,1,2,8209124,218509,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-05】　珠算【単級受検】16級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976722,1,1,1,2,8215923,215924,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-06】　珠算【単級受検】15級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976513,1,1,1,2,8111756,205234,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-21】　珠算【単級受検】4級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976727,1,1,1,2,8216141,216142,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-13】　珠算【単級受検】8級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976402,1,1,1,2,8111588,14977,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-25】　珠算【単級受検】準1級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976387,1,1,1,2,8110497,13512,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-27】　珠算【単級受検】1級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976798,1,1,1,2,8219477,219478,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976457,1,1,1,2,8111302,201611,,,そろばん検定【クラス検定】,,,0,1550,円,1,1,1,0,2025/05/01,2025/05/31,【E-30】　珠算【準5】級+暗【6】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976802,1,1,1,2,8219593,219594,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【C-05】　珠算ダブル【16】【15】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976663,1,1,1,2,8213795,213796,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976655,1,1,1,2,8204334,213470,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-04】　珠算【単級受検】17級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976408,1,1,1,2,8111939,15430,,,そろばん検定【クラス検定】,,,0,2000,円,1,1,1,0,2025/05/01,2025/05/31,【D-26】　珠算【単級受検】2級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
